No,Facility_nm,Location_nm,Facility_Type,OffDay,DayOpenTIme,DayEndTime,EndOpenTime,EndEndTime,Cost,Capacity,Size,Internal_Info,Regi_Method,Image,Loc_Address,Loc_New_Address,POC_nm,POC_num,Lat,Lng,UpdateDate,Supplier_code,Supplier_nm,address1,address2,jibun_address,road_address
435,히딩크드림필드,히딩크드림필드,풋살경기장,신정·설·추석 연휴기간+근로자의날+설·추석·어린이날 대체공휴일,6:00,22:00,6:00,22:00,Y,,11049,조명등,인터넷,,,울산광역시 동구 전하동 559-5,울산광역시 동구청,052-209-3339,35.511265,129.421661,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 전하동 559-5,울산광역시 동구 봉수로 279
436,일산천풋살경기장,일산천풋살경기장,풋살경기장,신정·설·추석 연휴기간+근로자의날+설·추석·어린이날 대체공휴일,6:00,22:00,6:00,22:00,Y,,836,조명등,인터넷,,,울산광역시 동구 일산동 433,울산광역시 동구청,052-209-3339,35.506256,129.424489,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 일산동 433,울산광역시 동구 진성14길 15
437,서부시민운동장,서부시민운동장,축구장,신정·설·추석 연휴기간+근로자의날+설·추석·어린이날 대체공휴일,6:00,21:00,5:30,21:00,N,,33477,,인터넷,,,울산광역시 동구 서부동 257-47,울산광역시 동구청,052-209-3339,35.529305,129.422724,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 서부동 257-47,울산광역시 동구 봉수로 507
438,동구야구경기장,동구야구경기장,야구장,신정·설·추석 연휴기간+근로자의날+설·추석·어린이날 대체공휴일,6:00,19:00,6:00,19:00,Y,,4974,조명등,인터넷,,울산광역시 동구 미포산업로 145,울산광역시 동구 미포동 206,울산광역시 동구청,070-8800-1800,35.539828,129.443366,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 미포동 206,울산광역시 동구 미포산업로 145
439,화정체육관,화정체육관,체육관,매주 일요일,9:00,22:00,9:00,19:00,Y,520,1570,음향+냉난방+좌석,인터넷,,울산광역시 동구 대송로 140,울산광역시 동구 화정동857-1,울산광역시 동구청,052-233-9222,35.49583867,129.4225876,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 화정동 857-1,울산광역시 동구 대송로 140
440,전하체육센터,전하체육센터,체육관,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",9:00,22:00,9:00,19:00,Y,3100,1919,음향+냉난방+좌석,인터넷,,울산광역시 동구 봉수로 285,울산광역시 동구 전하동 559-8,울산광역시 동구청,052-234-7744,35.51213828,129.4222647,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 전하동 777,울산광역시 동구 봉수로 285
441,히딩크드림필드,히딩크드림필드,풋살경기장,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",6:00,22:00,6:00,22:00,Y,,11049,조명,인터넷,,울산광역시 동구 전하동 559-5,울산광역시 동구 전하동 559-5,울산광역시 동구청,052-209-3339,35.511265,129.421661,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 전하동 559-5,울산광역시 동구 봉수로 279
442,일산천풋살경기장,일산천풋살경기장,풋살경기장,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",6:00,22:00,6:00,22:00,Y,,836,조명,인터넷,,울산광역시 동구 일산동 433,울산광역시 동구 일산동 433,울산광역시 동구청,052-209-3339,35.5057358,129.4234139,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 일산동 437-3,울산광역시 동구 진성15길 15
443,서부시민운동장,서부시민운동장,축구장,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",6:00,21:00,5:00,21:00,N,,33477,,인터넷,,울산광역시 동구 서부동 257-47,울산광역시 동구 서부동 257-47,울산광역시 동구청,052-209-3339,35.529305,129.422724,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 서부동 257-47,울산광역시 동구 봉수로 507
444,동구야구경기장,동구야구경기장,야구장,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",6:00,23:00,6:00,23:00,Y,,4974,조명,인터넷,,울산광역시 동구 미포산업로 145,울산광역시 동구 미포동 206,울산광역시 동구청,070-8800-1800,35.53935162,129.4434856,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 미포동 206,울산광역시 동구 미포산업로 145
445,화정체육관,화정체육관,체육관,매주 일요일,9:00,22:00,9:00,19:00,Y,520,1570,음향+냉난방+좌석 220석,인터넷,,울산광역시 동구 대송로 140,울산광역시 동구 화정동857-1,울산광역시 동구청,052-233-9222,35.496098,129.422575,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 화정동 857-1,울산광역시 동구 대송로 140
446,전하체육센터,전하체육센터,체육관,신정·설·추석 연휴기간+근로자의날+설·추석·어린이날 대체공휴일,9:00,22:00,9:00,19:00,Y,3100,1919,음향+냉난방+좌석 1100석,인터넷,,울산광역시 동구 봉수로 285,울산광역시 동구 전하동 559-8,울산광역시 동구청,052-234-7744,35.512161,129.422293,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 전하동 777,울산광역시 동구 봉수로 285
447,히딩크드림필드,히딩크드림필드,풋살경기장,신정·설·추석 연휴기간+근로자의날+설·추석·어린이날 대체공휴일,6:00,22:00,6:00,22:00,Y,,11049,조명등,인터넷,,,울산광역시 동구 전하동 559-5,울산광역시 동구청,052-209-3339,35.511265,129.421661,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 전하동 559-5,울산광역시 동구 봉수로 279
448,일산천풋살경기장,일산천풋살경기장,풋살경기장,신정·설·추석 연휴기간+근로자의날+설·추석·어린이날 대체공휴일,6:00,22:00,6:00,22:00,Y,,836,조명등,인터넷,,,울산광역시 동구 일산동 433,울산광역시 동구청,052-209-3339,35.506256,129.424489,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 일산동 433,울산광역시 동구 진성14길 15
449,서부시민운동장,서부시민운동장,축구장,신정·설·추석 연휴기간+근로자의날+설·추석·어린이날 대체공휴일,6:00,21:00,5:30,21:00,N,,33477,,인터넷,,,울산광역시 동구 서부동 257-47,울산광역시 동구청,052-209-3339,35.529305,129.422724,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 서부동 257-47,울산광역시 동구 봉수로 507
450,동구야구경기장,동구야구경기장,야구장,신정·설·추석 연휴기간+근로자의날+설·추석·어린이날 대체공휴일,6:00,19:00,6:00,19:00,Y,,4974,조명등,인터넷,,울산광역시 동구 미포산업로 145,울산광역시 동구 미포동 206,울산광역시 동구청,070-8800-1800,35.539828,129.443366,2021-03-23,6310000,울산광역시,울산광역시,동구,울산광역시 동구 미포동 206,울산광역시 동구 미포산업로 145
451,화정체육관,화정체육관,체육관,매주 일요일,9:00,22:00,9:00,19:00,Y,520,1570,음향+냉난방+좌석,인터넷,,울산광역시 동구 대송로 140,울산광역시 동구 화정동857-1,울산광역시 동구청,052-233-9222,35.49583867,129.4225876,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 화정동 857-1,울산광역시 동구 대송로 140
452,전하체육센터,전하체육센터,체육관,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",9:00,22:00,9:00,19:00,Y,3100,1919,음향+냉난방+좌석,인터넷,,울산광역시 동구 봉수로 285,울산광역시 동구 전하동 559-8,울산광역시 동구청,052-234-7744,35.51213828,129.4222647,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 전하동 777,울산광역시 동구 봉수로 285
453,히딩크드림필드,히딩크드림필드,풋살경기장,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",6:00,22:00,6:00,22:00,Y,,11049,조명,인터넷,,울산광역시 동구 전하동 559-5,울산광역시 동구 전하동 559-5,울산광역시 동구청,052-209-3339,35.511265,129.421661,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 전하동 559-5,울산광역시 동구 봉수로 279
454,일산천풋살경기장,일산천풋살경기장,풋살경기장,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",6:00,22:00,6:00,22:00,Y,,836,조명,인터넷,,울산광역시 동구 일산동 433,울산광역시 동구 일산동 433,울산광역시 동구청,052-209-3339,35.5057358,129.4234139,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 일산동 437-3,울산광역시 동구 진성15길 15
455,서부시민운동장,서부시민운동장,축구장,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",6:00,21:00,5:00,21:00,N,,33477,,인터넷,,울산광역시 동구 서부동 257-47,울산광역시 동구 서부동 257-47,울산광역시 동구청,052-209-3339,35.529305,129.422724,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 서부동 257-47,울산광역시 동구 봉수로 507
456,동구야구경기장,동구야구경기장,야구장,"신정·설·추석 연휴기간, 근로자의날, 설·추석·어린이날 대체공휴일",6:00,23:00,6:00,23:00,Y,,4974,조명,인터넷,,울산광역시 동구 미포산업로 145,울산광역시 동구 미포동 206,울산광역시 동구청,070-8800-1800,35.53935162,129.4434856,2021-05-03,3710000,울산광역시 동구,울산광역시,동구,울산광역시 동구 미포동 206,울산광역시 동구 미포산업로 145
457,농소운동장,농소운동장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,2830,44135,인조구장+족구장+육상트랙,인터넷,,울산광역시 북구 호계로 180-14 (창평동),울산광역시 북구 창평동 391-1,울산광역시 북구시설관리공단,052-255-5545,35.621732,129.358776,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 창평동 391-1,울산광역시 북구 호수중앙로 14
458,중산다목적구장,중산다목적구장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,140,648,다목적구장,인터넷,,울산광역시 북구 산업로 1643(중산동),울산광역시 북구 중산동 798-2,울산광역시 북구시설관리공단,052-255-5545,35.659364,129.338983,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 중산동 798-2,울산광역시 북구 산업로 1643
459,염포운동장,염포운동장,다목적경기장,"1.1,설연휴,추석연휴",6:00,18:00,6:00,18:00,Y,500,9822,인조구장+족구장,인터넷,,울산광역시 북구 중리8길 18-26 (염포동),울산광역시 북구 염포동 377,울산광역시 북구시설관리공단,052-255-5545,35.531448,129.395877,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 염포동 377-1,울산광역시 북구 중리8길 18-26
460,화봉다목적구장,화봉다목적구장,다목적경기장,"1.1,설연휴,추석연휴",9:00,18:00,6:00,18:00,Y,200,924,다목적구장,인터넷,,울산광역시 북구 송내1길 15 (화봉동),울산광역시 북구 화봉동 445-1,울산광역시 북구시설관리공단,052-255-5545,35.589093,129.364558,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 화봉동 445-1,울산광역시 북구 송내1길 15
461,달천운동장,달천운동장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,1610,21334,인조구장+족구장+육상트랙,인터넷,,울산광역시 북구 농서로 301(달천동),울산광역시 북구 달천동 75-1,울산광역시 북구시설관리공단,052-255-5545,35.629509,129.321787,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 달천동 75-1,울산광역시 북구 농서로 301
462,효문운동장,효문운동장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,1540,15798,인조구장+인공암벽,인터넷,,북구 연암17길 20-1,울산광역시 북구 연암동 261-44,울산광역시 북구시설관리공단,052-255-5545,35.586943,129.371134,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 연암동 1093-2,울산광역시 북구 연암16길 10
463,양정생활체육공원,양정생활체육공원,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,1760,26013,인조구장+인라인스케이트장+마사구장,인터넷,,울산광역시 북구 오치골2길 25(양정동),울산광역시 북구 양정동 503-1,울산광역시 북구시설관리공단,052-255-5545,35.549242,129.3861847,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 양정동 503-1,울산광역시 북구 오치골2길 25
464,효문다목적구장,효문다목적구장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,260,1211,다목적구장,인터넷,,북구 연암17길 20-1,울산광역시 북구 연암동 261-44,울산광역시 북구시설관리공단,052-255-5545,35.580095,129.378191,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 연암동 산 93-1,울산광역시 북구 무룡로 171-5
465,가람공원 풋살구장,가람공원 풋살구장,다목적경기장,"1.1,설연휴,추석연휴",6:00,18:00,6:00,18:00,Y,140,684,다목적구장,인터넷,,울산광역시 북구 송내1길 15,울산광역시 북구 화봉동 1471-4,울산광역시 북구시설관리공단,052-255-5545,35.589093,129.364558,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 화봉동 445-1,울산광역시 북구 송내1길 15
466,화봉다목적구장,화봉다목적구장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,200,924,다목적구장,인터넷,,울산광역시 북구 송내1길 15 (화봉동),울산광역시 북구 화봉동 445-1,울산광역시 북구청,052-241-7348,35.5890927,129.3645575,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 화봉동 445-1,울산광역시 북구 송내1길 15
467,달천운동장,달천운동장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,1610,21334,"인조구장,족구장,육상트랙",인터넷,,울산광역시 북구 농서로 301(달천동),울산광역시 북구 달천동 75-1,울산광역시 북구청,052-241-7348,35.6295093,129.321787,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 달천동 75-1,울산광역시 북구 농서로 301
468,효문운동장,효문운동장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,1540,15798,"인조구장,인공암벽",인터넷,,울산광역시 북구 연암16길 20(연암동),울산광역시 북구 연암동 261-44,울산광역시 북구청,052-241-7348,35.5869433,129.3711341,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 연암동 1093-2,울산광역시 북구 연암16길 10
469,양정생활체육공원,양정생활체육공원,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,1760,26013,"인조구장,인라인스케이트장,마사구장",인터넷,,울산광역시 북구 오치골2길 25(양정동),울산광역시 북구 양정동 503-1,울산광역시 북구청,052-241-7348,35.5492422,129.3857204,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 양정동 503-1,울산광역시 북구 오치골2길 25
470,농소운동장,농소운동장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,2830,44135,"인조구장,족구장,육상트랙",인터넷,,울산광역시 북구 호계로 180-14(창평동),울산광역시 북구 창평동 391-1,울산광역시 북구청,052-241-7348,35.6217322,129.358776,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 창평동 391-1,울산광역시 북구 호수중앙로 14
471,중산다목적구장,중산다목적구장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,140,648,다목적구장,인터넷,,울산광역시 북구 산업로 1643(중산동),울산광역시 북구 중산동 798-2,울산광역시 북구청,052-241-7348,35.6593637,129.3389834,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 중산동 798-2,울산광역시 북구 산업로 1643
472,염포운동장,염포운동장,다목적경기장,"1.1,설연휴,추석연휴",7:00,18:00,7:00,18:00,Y,500,9822,"인조구장,족구장",인터넷,,울산광역시 북구 중리8길 18-26 (염포동),울산광역시 북구 염포동 377,울산광역시 북구청,052-241-7348,35.53144789,129.3958766,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 염포동 377-1,울산광역시 북구 중리8길 18-26
473,상안풋살구장,상안풋살구장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,150,712,다목적구장,인터넷,,울산광역시 북구 상안동 352,울산광역시 북구 상안동 352,울산광역시 북구청,052-241-7348,35.6276965,129.3439704,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 상안동 352,울산광역시 북구 신답1길 9
474,명촌다목적구장,명촌다목적구장,다목적경기장,"1.1,설연휴,추석연휴",7:00,18:00,7:00,18:00,Y,170,800,다목적구장,인터넷,,울산광역시 북구 명촌동 682-2,울산광역시 북구 명촌동 682-2,울산광역시 북구청,052-241-7348,35.5548999,129.3562109,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 명촌동 682-2,울산광역시 북구 명촌14길 15
475,효문다목적구장,효문다목적구장,다목적경기장,"1.1,설연휴,추석연휴",7:00,18:00,7:00,18:00,Y,260,1211,다목적구장,인터넷,,울산광역시 북구 연암16길 20(연암동),울산광역시 북구 연암동 261-44,울산광역시 북구청,052-241-7348,35.5800948,129.3781908,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 연암동 산 93-1,울산광역시 북구 무룡로 171-5
476,가람공원 풋살구장,가람공원 풋살구장,다목적경기장,"1.1,설연휴,추석연휴",7:00,18:00,7:00,18:00,Y,140,684,다목적구장,인터넷,,울산광역시 북구 송내1길 15,울산광역시 북구 화봉동 1471-4,울산광역시 북구청,052-241-7348,35.5890927,129.3645575,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 화봉동 445-1,울산광역시 북구 송내1길 15
477,중산 풋살구장,중산 풋살구장,풋살경기장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 산업로 1643,울산광역시 북구 중산동 789-2,울산광역시 북구 시설관리공단,052-255-5546,35.65937395,129.338878,2020-01-02,B554046,울산광역시북구시설관리공단,울산광역시,북구,울산광역시 북구 중산동 798-2,울산광역시 북구 산업로 1643
478,효문운동장,효문운동장,축구장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 연암18길 14,울산광역시 북구 연암동 261-44,울산광역시 북구 시설관리공단,052-255-5546,35.58760538,129.3714244,2020-01-02,B554046,울산광역시북구시설관리공단,울산광역시,북구,울산광역시 북구 연암동 285-7,울산광역시 북구 연암18길 14
479,염포운동장,염포운동장,축구장,"설날, 추석, 신정",7:00,18:00,7:00,18:00,Y,,,,온라인접수,,울산광역시 북구 중리8길 18-26,울산광역시 북구 염포동 377-1,울산광역시 북구 시설관리공단,052-255-5546,35.53144789,129.3958766,2020-01-02,B554046,울산광역시북구시설관리공단,울산광역시,북구,울산광역시 북구 염포동 377-1,울산광역시 북구 중리8길 18-26
480,농소운동장,농소운동장,축구장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 호계로180길14,울산광역시 북구 창평동 391-1,울산광역시 북구 시설관리공단,052-255-5546,35.62177627,129.358776,2020-01-02,B554046,울산광역시북구시설관리공단,울산광역시,북구,울산광역시 북구 창평동 391-1,울산광역시 북구 호수중앙로 14
481,달천운동장,달천운동장,축구장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 농서로 301,울산광역시 북구 달천동 75-1,울산광역시 북구 시설관리공단,052-255-5546,35.62967524,129.3213867,2020-01-02,B554046,울산광역시북구시설관리공단,울산광역시,북구,울산광역시 북구 달천동 75-1,울산광역시 북구 농서로 301
482,명촌 풋살구장,명촌 풋살구장,풋살경기장,"설날, 추석, 신정",9:00,18:00,9:00,18:00,Y,,,,온라인접수,,울산광역시 북구 명촌12길 11,울산광역시 북구 명촌동 682-2,울산광역시 북구 시설관리공단,052-255-5546,35.55514051,129.3553525,2020-01-02,B554046,울산광역시북구시설관리공단,울산광역시,북구,울산광역시 북구 명촌동 864-2,울산광역시 북구 명촌12길 11
483,상안 풋살구장,상안 풋살구장,풋살경기장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 신답1길9,울산광역시 북구 상안동 352,울산광역시 북구 시설관리공단,052-255-5546,35.62814475,129.3443864,2020-01-02,B554046,울산광역시북구시설관리공단,울산광역시,북구,울산광역시 북구 상안동 355-6,울산광역시 북구 신답1길 9
484,가람 풋살구장,가람 풋살구장,풋살경기장,"설날, 추석, 신정",6:00,22:00,6:00,22:00,Y,,,,온라인접수,,울산광역시 북구 화산로 19,울산광역시 북구 화봉동 1471-1,울산광역시 북구 시설관리공단,052-255-5546,35.59427793,129.3651303,2020-01-02,B554046,울산광역시북구시설관리공단,울산광역시,북구,울산광역시 북구 화봉동 1471,울산광역시 북구 화산로 22
485,농소운동장,농소운동장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,2830,44135,인조구장+족구장+육상트랙,인터넷,,울산광역시 북구 호계로 180-14 (창평동),울산광역시 북구 창평동 391-1,울산광역시 북구시설관리공단,052-255-5545,35.621732,129.358776,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 창평동 391-1,울산광역시 북구 호수중앙로 14
486,중산다목적구장,중산다목적구장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,140,648,다목적구장,인터넷,,울산광역시 북구 산업로 1643(중산동),울산광역시 북구 중산동 798-2,울산광역시 북구시설관리공단,052-255-5545,35.659364,129.338983,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 중산동 798-2,울산광역시 북구 산업로 1643
487,염포운동장,염포운동장,다목적경기장,"1.1,설연휴,추석연휴",6:00,18:00,6:00,18:00,Y,500,9822,인조구장+족구장,인터넷,,울산광역시 북구 중리8길 18-26 (염포동),울산광역시 북구 염포동 377,울산광역시 북구시설관리공단,052-255-5545,35.531448,129.395877,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 염포동 377-1,울산광역시 북구 중리8길 18-26
488,화봉다목적구장,화봉다목적구장,다목적경기장,"1.1,설연휴,추석연휴",9:00,18:00,6:00,18:00,Y,200,924,다목적구장,인터넷,,울산광역시 북구 송내1길 15 (화봉동),울산광역시 북구 화봉동 445-1,울산광역시 북구시설관리공단,052-255-5545,35.589093,129.364558,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 화봉동 445-1,울산광역시 북구 송내1길 15
489,달천운동장,달천운동장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,1610,21334,인조구장+족구장+육상트랙,인터넷,,울산광역시 북구 농서로 301(달천동),울산광역시 북구 달천동 75-1,울산광역시 북구시설관리공단,052-255-5545,35.629509,129.321787,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 달천동 75-1,울산광역시 북구 농서로 301
490,효문운동장,효문운동장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,1540,15798,인조구장+인공암벽,인터넷,,북구 연암17길 20-1,울산광역시 북구 연암동 261-44,울산광역시 북구시설관리공단,052-255-5545,35.586943,129.371134,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 연암동 1093-2,울산광역시 북구 연암16길 10
491,양정생활체육공원,양정생활체육공원,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,1760,26013,인조구장+인라인스케이트장+마사구장,인터넷,,울산광역시 북구 오치골2길 25(양정동),울산광역시 북구 양정동 503-1,울산광역시 북구시설관리공단,052-255-5545,35.549242,129.3861847,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 양정동 503-1,울산광역시 북구 오치골2길 25
492,효문다목적구장,효문다목적구장,다목적경기장,"1.1,설연휴,추석연휴",6:00,22:00,6:00,22:00,Y,260,1211,다목적구장,인터넷,,북구 연암17길 20-1,울산광역시 북구 연암동 261-44,울산광역시 북구시설관리공단,052-255-5545,35.580095,129.378191,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 연암동 산 93-1,울산광역시 북구 무룡로 171-5
493,가람공원 풋살구장,가람공원 풋살구장,다목적경기장,"1.1,설연휴,추석연휴",6:00,18:00,6:00,18:00,Y,140,684,다목적구장,인터넷,,울산광역시 북구 송내1길 15,울산광역시 북구 화봉동 1471-4,울산광역시 북구시설관리공단,052-255-5545,35.589093,129.364558,2021-03-23,6310000,울산광역시,울산광역시,북구,울산광역시 북구 화봉동 445-1,울산광역시 북구 송내1길 15
494,화봉다목적구장,화봉다목적구장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,200,924,다목적구장,인터넷,,울산광역시 북구 송내1길 15 (화봉동),울산광역시 북구 화봉동 445-1,울산광역시 북구청,052-241-7348,35.5890927,129.3645575,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 화봉동 445-1,울산광역시 북구 송내1길 15
495,달천운동장,달천운동장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,1610,21334,"인조구장,족구장,육상트랙",인터넷,,울산광역시 북구 농서로 301(달천동),울산광역시 북구 달천동 75-1,울산광역시 북구청,052-241-7348,35.6295093,129.321787,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 달천동 75-1,울산광역시 북구 농서로 301
496,효문운동장,효문운동장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,1540,15798,"인조구장,인공암벽",인터넷,,울산광역시 북구 연암16길 20(연암동),울산광역시 북구 연암동 261-44,울산광역시 북구청,052-241-7348,35.5869433,129.3711341,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 연암동 1093-2,울산광역시 북구 연암16길 10
497,양정생활체육공원,양정생활체육공원,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,1760,26013,"인조구장,인라인스케이트장,마사구장",인터넷,,울산광역시 북구 오치골2길 25(양정동),울산광역시 북구 양정동 503-1,울산광역시 북구청,052-241-7348,35.5492422,129.3857204,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 양정동 503-1,울산광역시 북구 오치골2길 25
498,농소운동장,농소운동장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,2830,44135,"인조구장,족구장,육상트랙",인터넷,,울산광역시 북구 호계로 180-14(창평동),울산광역시 북구 창평동 391-1,울산광역시 북구청,052-241-7348,35.6217322,129.358776,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 창평동 391-1,울산광역시 북구 호수중앙로 14
499,중산다목적구장,중산다목적구장,다목적경기장,"1.1,설연휴,추석연휴",7:00,21:00,7:00,21:00,Y,140,648,다목적구장,인터넷,,울산광역시 북구 산업로 1643(중산동),울산광역시 북구 중산동 798-2,울산광역시 북구청,052-241-7348,35.6593637,129.3389834,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 중산동 798-2,울산광역시 북구 산업로 1643
500,염포운동장,염포운동장,다목적경기장,"1.1,설연휴,추석연휴",7:00,18:00,7:00,18:00,Y,500,9822,"인조구장,족구장",인터넷,,울산광역시 북구 중리8길 18-26 (염포동),울산광역시 북구 염포동 377,울산광역시 북구청,052-241-7348,35.53144789,129.3958766,2019-12-20,3720000,울산광역시 북구,울산광역시,북구,울산광역시 북구 염포동 377-1,울산광역시 북구 중리8길 18-26
